client_id,start_counts,step_1_counts,step_2_counts,step_3_counts,confirm_counts,visit_count,variation,error_count,backward_steps_count
1236186,1,1,1,1,1,1,Test,0.0,0
1236236,2,1,1,1,1,1,Test,0.0,0
1236333,4,3,2,0,0,1,Test,0.0,27
1236371,2,1,1,1,1,1,Test,0.0,0
1236753,4,1,1,1,1,1,Test,0.0,0
1237163,2,2,2,2,1,1,Test,0.0,9
1237798,2,0,0,0,0,2,Control,1.0,6
1237798,4,1,1,0,0,2,Control,1.0,6
1237949,1,1,1,1,1,2,Test,0.0,0
1237949,1,1,0,0,0,2,Test,0.0,0
1238090,1,1,1,1,1,2,Control,0.0,0
1238090,1,1,1,1,1,2,Control,0.0,0
1238291,1,1,1,2,1,1,Test,0.0,0
1238919,1,1,1,1,1,1,Control,0.0,0
1238954,1,1,1,1,2,2,Test,0.0,0
1238954,0,0,0,0,1,2,Test,0.0,0
1239693,1,1,1,1,1,1,Test,0.0,5
1239722,4,1,1,1,1,6,Control,0.0,24
1239722,8,1,1,1,0,6,Control,0.0,24
1239722,10,1,1,1,0,6,Control,0.0,24
1239722,6,0,0,0,0,6,Control,0.0,24
1239722,4,0,0,0,0,6,Control,0.0,24
1239722,7,0,0,0,0,6,Control,0.0,24
1239818,2,1,1,1,0,1,Test,0.0,5
1240190,1,1,1,1,1,1,Control,0.0,0
1240217,1,1,0,0,0,2,Control,0.0,3
1240217,2,1,0,0,0,2,Control,0.0,3
1240218,1,1,1,1,1,1,Test,0.0,0
1240365,1,7,3,2,1,1,Control,0.0,28
1240556,1,1,1,1,1,1,Test,0.0,0
1240744,1,2,2,1,1,1,Test,0.0,7
1240899,2,1,1,1,1,1,Control,0.0,0
1240983,2,1,1,1,1,1,Test,0.0,6
1241105,2,1,2,1,0,1,Test,0.0,6
1241419,1,1,1,1,1,1,Test,0.0,0
1241532,0,1,1,1,1,3,Control,0.0,0
1241532,1,1,1,1,0,3,Control,0.0,0
1241532,1,0,0,0,0,3,Control,0.0,0
1241733,1,1,1,1,1,1,Test,0.0,0
1241841,0,2,2,1,1,1,Control,0.0,6
1241944,1,1,0,0,0,3,Test,1.0,30
1241944,1,2,0,0,0,3,Test,1.0,30
1241944,4,2,4,0,0,3,Test,1.0,30
1242238,1,0,0,0,0,1,Control,0.0,0
1242301,1,0,0,0,0,1,Control,0.0,0
1242892,2,3,2,1,0,1,Control,0.0,16
1242903,1,1,1,1,1,1,Test,0.0,0
1243066,2,2,1,0,0,1,Control,0.0,15
1243109,0,0,0,0,2,2,Control,0.0,24
1243109,2,3,3,3,1,2,Control,0.0,24
1243160,1,1,1,1,1,1,Test,0.0,0
1243211,2,0,0,0,0,1,Test,0.0,0
1243364,3,0,0,0,0,1,Test,0.0,0
1243518,1,1,1,1,1,1,Control,0.0,0
1244241,3,3,3,2,1,1,Test,0.0,36
1244379,1,1,1,1,1,1,Control,0.0,0
1244412,1,0,0,0,0,1,Control,0.0,0
1244717,1,1,1,1,1,1,Control,0.0,0
1244969,3,2,2,0,0,1,Test,0.0,21
1244995,4,1,1,1,1,1,Test,0.0,0
1245225,2,1,1,1,1,1,Control,0.0,0
1245483,1,1,1,0,0,2,Control,0.0,0
1245483,1,0,0,0,0,2,Control,0.0,0
1245517,2,2,2,1,1,1,Control,0.0,8
1245694,3,2,2,0,0,1,Test,0.0,14
1245725,3,1,1,1,1,1,Control,0.0,0
1245728,1,2,2,1,1,1,Test,0.0,7
1245799,2,1,1,1,1,1,Control,0.0,0
1245960,2,1,1,0,0,2,Test,0.0,18
1245960,1,2,1,1,1,2,Test,0.0,18
1246287,1,1,1,1,1,1,Test,0.0,0
1246293,1,1,0,0,0,2,Control,0.0,4
1246293,2,1,1,0,0,2,Control,0.0,4
1246546,1,1,1,1,1,1,Test,0.0,0
1246588,2,1,1,1,1,5,Control,0.0,0
1246588,0,0,0,0,1,5,Control,0.0,0
1246588,0,0,0,0,1,5,Control,0.0,0
1246588,2,1,0,0,0,5,Control,0.0,0
1246588,0,0,0,0,1,5,Control,0.0,0
1246796,1,2,2,2,1,1,Control,0.0,8
1246799,3,2,2,0,0,1,Control,1.0,21
1246990,1,2,3,2,1,1,Test,0.0,18
1246991,1,1,1,1,1,1,Test,0.0,0
1247219,2,1,1,1,1,1,Test,0.0,0
1247526,3,0,0,0,0,1,Control,0.0,0
1247788,4,1,0,0,0,1,Test,0.0,0
1247801,1,1,1,1,1,1,Control,0.0,0
1247961,1,1,1,1,1,1,Test,0.0,0
1248713,1,0,0,0,0,1,Control,0.0,0
1248963,1,2,0,0,0,3,Test,0.0,0
1248963,1,0,0,0,0,3,Test,0.0,0
1248963,1,0,0,0,0,3,Test,0.0,0
1249423,1,1,1,1,0,1,Test,0.0,0
1249453,2,2,0,0,0,3,Test,0.0,4
1249453,3,0,0,0,0,3,Test,0.0,4
1249453,1,0,0,0,0,3,Test,0.0,4
1250058,1,1,1,1,1,1,Test,0.0,0
1250068,1,1,1,1,1,1,Control,0.0,0
1250258,1,1,1,1,1,1,Control,0.0,0
1250445,1,1,1,1,1,1,Test,0.0,0
1250804,1,1,2,2,1,1,Test,0.0,7
1250886,3,2,2,1,0,1,Control,0.0,16
1251242,1,1,1,1,1,1,Control,0.0,0
1251529,3,2,0,0,0,2,Test,0.0,10
1251529,1,0,0,0,0,2,Test,0.0,10
1251676,1,1,1,1,1,1,Test,0.0,0
1251756,1,1,1,1,1,1,Control,0.0,0
1251798,1,0,0,0,0,3,Control,0.0,0
1251798,1,1,0,0,0,3,Control,0.0,0
1251798,1,1,1,1,1,3,Control,0.0,0
1251918,5,0,0,0,0,1,Test,0.0,0
1252784,1,0,0,0,0,1,Control,0.0,0
1252827,1,1,1,1,1,1,Test,0.0,0
1253084,1,0,0,0,0,1,Control,0.0,0
1253088,1,1,1,1,1,1,Test,0.0,0
1253347,1,1,1,1,1,3,Test,0.0,0
1253347,0,0,0,0,1,3,Test,0.0,0
1253347,0,0,0,0,3,3,Test,0.0,0
1253453,1,2,2,1,1,3,Control,0.0,7
1253453,3,0,0,0,0,3,Control,0.0,7
1253453,1,0,0,0,0,3,Control,0.0,7
1253454,3,1,1,2,1,2,Test,0.0,0
1253454,0,0,0,0,1,2,Test,0.0,0
1253720,1,1,1,1,1,1,Test,0.0,0
1253755,1,1,1,1,1,1,Control,0.0,0
1253886,5,0,0,0,0,2,Control,0.0,8
1253886,5,1,1,1,0,2,Control,0.0,8
1253941,1,1,0,0,0,2,Control,0.0,10
1253941,2,2,1,0,0,2,Control,0.0,10
1253974,1,2,2,1,0,2,Control,0.0,6
1253974,1,1,0,0,0,2,Control,0.0,6
1254086,1,1,0,0,0,2,Control,0.0,0
1254086,1,1,1,1,1,2,Control,0.0,0
1254213,8,3,3,2,1,1,Control,0.0,34
1255014,1,1,0,0,0,2,Control,0.0,7
1255014,1,1,2,2,1,2,Control,0.0,7
1255080,1,1,1,1,1,1,Control,0.0,0
1255355,1,1,1,1,1,1,Control,0.0,0
1255433,1,0,0,0,0,1,Control,0.0,0
1255626,1,1,1,1,1,1,Control,0.0,0
1255754,2,1,1,1,1,1,Control,0.0,0
1255996,3,3,1,1,1,1,Test,0.0,18
1256390,4,3,2,1,1,1,Test,0.0,22
1256425,1,1,1,1,1,1,Control,0.0,0
1256690,1,1,1,1,1,1,Test,0.0,0
1256732,1,1,1,1,1,1,Control,0.0,0
1256759,1,1,1,1,1,1,Test,0.0,0
1256808,2,1,1,1,1,1,Control,0.0,0
1257039,8,5,3,1,3,2,Test,0.0,100
1257039,5,0,0,0,0,2,Test,0.0,100
1257351,1,1,1,1,1,1,Control,0.0,0
1257529,1,1,0,0,0,1,Test,0.0,0
1257755,3,2,1,1,1,1,Test,0.0,8
1257929,2,0,0,0,0,1,Test,0.0,0
1258201,3,0,0,0,0,2,Test,0.0,0
1258201,1,1,1,1,1,2,Test,0.0,0
1258356,1,1,1,1,1,1,Test,0.0,0
1258779,1,1,1,1,1,1,Test,0.0,0
1259336,1,1,1,1,1,1,Test,0.0,0
1259337,1,1,1,1,1,2,Test,0.0,0
1259337,0,0,0,0,1,2,Test,0.0,0
1259407,2,1,1,1,0,4,Test,0.0,5
1259407,1,1,1,1,1,4,Test,0.0,5
1259407,1,0,0,0,0,4,Test,0.0,5
1259407,1,1,0,0,0,4,Test,0.0,5
1259453,1,0,0,0,0,1,Control,0.0,0
1259481,1,1,1,1,1,1,Test,0.0,0
1260052,2,1,1,1,1,2,Control,0.0,0
1260052,2,1,0,0,0,2,Control,0.0,0
1260122,1,1,0,0,0,1,Control,0.0,0
1260143,2,2,2,2,1,1,Control,0.0,9
1260287,1,0,0,0,0,1,Control,0.0,0
1260511,2,2,1,0,0,2,Test,0.0,10
1260511,1,1,1,1,1,2,Test,0.0,10
1260635,4,3,1,1,1,1,Test,0.0,20
1260653,1,1,1,1,1,1,Control,0.0,0
1260686,2,1,1,1,0,1,Control,0.0,5
1260749,3,1,1,1,1,1,Control,0.0,0
1260955,1,1,3,2,1,1,Control,0.0,8
1261198,1,1,1,1,1,1,Test,0.0,0
1261353,2,2,1,1,1,1,Test,0.0,7
1261852,1,1,1,1,1,1,Test,0.0,0
1262018,1,1,1,1,1,1,Test,0.0,0
1262019,1,1,1,1,1,1,Control,0.0,0
1262208,1,1,1,1,1,1,Control,0.0,0
1262252,1,1,1,1,1,1,Control,0.0,0
1262277,1,0,0,0,0,4,Control,0.0,28
1262277,2,2,2,2,0,4,Control,0.0,28
1262277,2,1,1,0,0,4,Control,0.0,28
1262277,1,1,1,1,1,4,Control,0.0,28
1262291,1,1,7,0,0,2,Control,0.0,8
1262291,2,2,2,1,1,2,Control,0.0,8
1262295,1,1,1,1,1,1,Test,0.0,0
1262832,1,0,0,0,0,1,Control,0.0,0
1263238,1,1,0,0,0,1,Test,0.0,0
1263417,1,1,1,1,1,1,Test,0.0,0
1263455,1,1,1,1,1,1,Test,0.0,0
1263597,1,1,1,1,1,1,Test,0.0,5
1263631,0,0,0,0,1,3,Test,0.0,0
1263631,2,1,1,1,1,3,Test,0.0,0
1263631,0,0,0,0,1,3,Test,0.0,0
1263756,1,1,1,1,1,1,Test,0.0,0
1263817,2,1,2,2,1,1,Test,0.0,8
1263818,3,3,0,0,0,2,Control,0.0,12
1263818,1,1,1,1,1,2,Control,0.0,12
1264037,1,1,1,1,1,1,Test,0.0,0
1264053,1,1,1,1,1,1,Control,0.0,0
1264091,1,1,1,1,1,2,Test,0.0,6
1264091,1,2,2,1,0,2,Test,0.0,6
1264168,1,1,1,1,1,2,Test,0.0,27
1264168,4,5,0,0,0,2,Test,0.0,27
1264275,0,0,0,0,1,3,Test,0.0,0
1264275,4,1,1,1,2,3,Test,0.0,0
1264275,1,1,0,0,0,3,Test,0.0,0
1264342,0,0,0,0,1,2,Test,0.0,0
1264342,1,1,1,1,4,2,Test,0.0,0
1264481,2,1,1,1,0,3,Test,1.0,13
1264481,3,2,1,1,1,3,Test,1.0,13
1264481,7,0,0,0,0,3,Test,1.0,13
1264596,1,1,1,1,1,1,Control,0.0,0
1264732,2,1,0,0,0,2,Test,0.0,9
1264732,1,2,1,1,1,2,Test,0.0,9
1264749,2,1,2,1,0,1,Test,0.0,12
1265020,1,0,0,0,0,1,Control,0.0,0
1265178,1,1,1,1,1,1,Test,0.0,0
1265437,1,1,1,0,0,1,Control,0.0,0
1265496,1,1,1,1,1,1,Test,0.0,0
1266016,1,1,0,0,0,1,Control,0.0,0
1266717,1,1,1,1,1,1,Control,0.0,0
1266720,3,0,0,0,0,1,Test,0.0,0
1266731,1,1,1,1,1,1,Control,0.0,0
1267351,2,1,0,0,0,2,Control,0.0,3
1267351,0,1,1,1,0,2,Control,0.0,3
1267481,1,1,0,0,0,2,Control,0.0,0
1267481,1,1,1,1,1,2,Control,0.0,0
1268270,1,2,2,2,1,1,Control,0.0,8
1269483,1,1,1,1,2,1,Test,0.0,0
1270030,1,1,1,1,1,1,Control,0.0,0
1270300,3,0,0,0,0,1,Control,0.0,0
1270799,2,0,0,0,0,2,Test,0.0,0
1270799,1,1,1,1,1,2,Test,0.0,0
1271013,1,1,1,1,1,1,Test,0.0,0
1271564,3,0,0,0,0,1,Test,0.0,0
1271612,1,2,2,1,2,1,Test,0.0,8
1271683,1,1,1,1,1,1,Test,0.0,0
1271716,1,1,1,1,1,1,Test,0.0,0
1271836,1,1,0,0,0,2,Control,0.0,15
1271836,1,1,2,1,0,2,Control,0.0,15
1271991,1,0,0,0,0,1,Control,0.0,0
1272103,1,1,1,1,1,1,Test,0.0,0
1272121,5,0,0,0,0,1,Test,0.0,0
1272344,1,1,1,1,1,2,Test,0.0,0
1272344,0,0,0,0,1,2,Test,0.0,0
1272556,1,1,1,2,0,1,Control,0.0,0
1272601,1,1,1,1,1,1,Test,0.0,0
1272986,1,1,1,1,1,1,Control,0.0,0
1273146,1,1,1,1,1,1,Test,0.0,0
1273208,1,1,1,1,1,1,Test,0.0,0
1273425,1,0,0,0,0,1,Test,0.0,0
1273901,1,1,1,1,1,1,Test,0.0,0
1273976,1,1,1,1,1,1,Test,0.0,0
1274084,0,0,0,1,1,1,Control,0.0,0
1274145,1,1,2,0,0,1,Control,0.0,0
1274170,1,1,1,1,1,1,Test,0.0,0
1274278,2,0,0,0,0,1,Test,0.0,0
1274396,1,1,1,1,1,2,Test,0.0,0
1274396,0,0,0,0,1,2,Test,0.0,0
1274411,1,1,0,0,0,1,Test,0.0,0
1274430,2,1,1,1,1,1,Test,0.0,0
1274510,3,1,0,0,0,1,Test,0.0,4
1274569,1,1,1,1,1,5,Control,0.0,11
1274569,6,1,0,0,0,5,Control,0.0,11
1274569,2,2,0,0,0,5,Control,0.0,11
1274569,1,1,0,0,0,5,Control,0.0,11
1274569,1,0,0,0,0,5,Control,0.0,11
1275302,3,4,3,0,0,2,Test,0.0,30
1275302,1,1,1,1,1,2,Test,0.0,30
1275397,1,1,1,1,1,1,Control,0.0,0
1275644,1,0,0,0,0,1,Control,0.0,0
1275733,1,1,1,1,2,1,Test,0.0,0
1275765,2,0,0,0,0,3,Test,0.0,20
1275765,0,0,0,0,2,3,Test,0.0,20
1275765,4,3,1,1,1,3,Test,0.0,20
1276083,2,1,1,0,0,1,Control,0.0,4
1276349,1,2,3,3,0,1,Control,0.0,18
1276788,4,2,1,1,1,1,Control,0.0,9
1276796,6,1,0,0,0,1,Test,0.0,7
1277300,0,0,0,0,2,3,Test,0.0,0
1277300,0,0,0,0,1,3,Test,0.0,0
1277300,1,1,1,1,1,3,Test,0.0,0
1277444,1,1,1,1,1,1,Test,0.0,0
1277471,1,1,1,1,1,1,Test,0.0,0
1277746,2,3,3,1,0,1,Test,0.0,27
1277925,1,1,1,1,1,3,Control,0.0,0
1277925,2,0,0,0,0,3,Control,0.0,0
1277925,4,0,0,0,0,3,Control,0.0,0
1278172,2,1,1,1,0,1,Test,0.0,5
1278477,1,0,0,0,0,2,Test,0.0,0
1278477,4,0,0,0,0,2,Test,0.0,0
1278548,1,1,1,1,1,1,Control,0.0,0
1278603,1,1,1,1,1,4,Control,0.0,36
1278603,1,1,0,0,0,4,Control,0.0,36
1278603,1,1,1,0,0,4,Control,0.0,36
1278603,2,2,4,3,1,4,Control,0.0,36
1278647,1,0,0,0,0,3,Control,0.0,0
1278647,1,1,1,1,1,3,Control,0.0,0
1278647,1,1,0,0,0,3,Control,0.0,0
1278845,2,2,1,1,1,1,Test,0.0,7
1279165,2,3,3,1,1,3,Test,0.0,30
1279165,1,1,1,0,0,3,Test,0.0,30
1279165,1,0,0,0,0,3,Test,0.0,30
1279440,2,0,0,0,0,4,Control,0.0,7
1279440,9,0,0,0,0,4,Control,0.0,7
1279440,1,2,2,2,0,4,Control,0.0,7
1279440,2,0,0,0,0,4,Control,0.0,7
1279876,1,1,1,1,1,1,Control,0.0,0
1280193,2,2,2,2,1,1,Test,0.0,18
1280370,1,1,2,1,1,1,Control,0.0,0
1280540,1,1,1,1,1,1,Test,0.0,0
1280572,3,2,1,1,0,1,Test,0.0,14
1280922,1,1,1,1,1,1,Test,0.0,0
1280941,1,1,1,1,1,1,Control,0.0,0
1281085,2,2,2,1,1,1,Control,0.0,8
1281539,2,0,0,0,0,1,Control,0.0,0
1282142,1,0,0,0,0,1,Control,0.0,0
1282734,1,1,2,2,1,1,Control,0.0,7
1282992,1,1,0,0,0,3,Control,0.0,0
1282992,1,0,0,0,0,3,Control,0.0,0
1282992,1,1,1,1,1,3,Control,0.0,0
1283025,1,1,1,1,1,1,Control,0.0,0
1283117,1,1,1,1,2,1,Test,0.0,0
1283142,2,2,2,2,1,2,Control,0.0,18
1283142,1,1,0,0,0,2,Control,0.0,18
1283413,3,3,2,1,1,1,Test,0.0,20
1283431,2,1,1,1,1,2,Test,0.0,0
1283431,2,1,1,0,0,2,Test,0.0,0
1283432,3,0,0,0,0,1,Test,0.0,0
1283616,1,1,1,1,1,1,Control,0.0,0
1283778,1,1,1,1,1,3,Test,0.0,0
1283778,0,0,0,0,1,3,Test,0.0,0
1283778,1,1,0,0,2,3,Test,0.0,0
1284080,1,1,2,2,1,1,Control,0.0,7
1284954,1,2,2,2,1,1,Control,0.0,8
1284972,3,2,3,3,1,1,Control,0.0,24
1285361,1,1,1,1,1,1,Test,0.0,0
1285452,1,1,0,0,0,1,Control,0.0,0
1285998,2,1,0,0,0,1,Test,0.0,0
1286205,1,0,0,0,0,1,Control,0.0,0
1286334,1,1,1,0,0,2,Test,0.0,4
1286334,2,2,0,0,0,2,Test,0.0,4
1286454,1,1,1,1,1,2,Control,0.0,0
1286454,1,1,0,0,0,2,Control,0.0,0
1286768,1,1,1,1,1,1,Test,0.0,0
1286856,1,1,1,1,1,1,Control,0.0,0
1286866,1,1,1,1,1,1,Test,0.0,0
1286936,2,1,0,0,0,1,Control,0.0,0
1286989,1,1,1,1,1,1,Test,0.0,0
1287060,2,3,1,0,0,2,Test,0.0,12
1287060,5,0,0,0,0,2,Test,0.0,12
1287116,3,2,0,0,0,1,Control,0.0,10
1287144,2,1,1,0,0,1,Test,0.0,4
1287238,1,1,1,1,1,1,Test,0.0,0
1287510,1,1,1,1,0,3,Test,0.0,0
1287510,0,0,0,0,2,3,Test,0.0,0
1287510,1,0,0,0,0,3,Test,0.0,0
1287625,1,1,1,1,1,1,Test,0.0,0
1287719,5,4,2,1,0,1,Test,1.0,48
1287799,1,1,2,2,0,1,Control,0.0,6
1288151,3,1,0,0,0,1,Test,0.0,4
1288323,3,1,1,1,2,1,Test,0.0,0
1288685,2,2,1,1,1,1,Test,0.0,7
1288843,1,2,2,1,1,2,Control,0.0,7
1288843,0,0,0,0,2,2,Control,0.0,7
1289046,3,1,1,1,1,1,Test,0.0,0
1289168,1,1,1,1,1,1,Control,0.0,0
1289169,2,2,1,1,1,1,Test,0.0,7
1289178,1,1,1,1,1,3,Test,0.0,48
1289178,3,1,0,0,0,3,Test,0.0,48
1289178,5,2,2,2,0,3,Test,0.0,48
1289497,1,1,1,0,0,1,Control,0.0,0
1289596,1,1,1,1,1,2,Control,0.0,0
1289596,1,1,1,1,0,2,Control,0.0,0
1289831,1,1,0,0,0,2,Test,0.0,0
1289831,1,1,1,1,1,2,Test,0.0,0
1290147,1,1,1,1,1,1,Test,0.0,0
1290560,1,1,1,1,1,1,Control,0.0,0
1290643,1,1,0,0,0,1,Test,0.0,0
1290934,1,1,1,1,1,1,Control,0.0,0
1290963,1,1,1,1,1,1,Control,0.0,0
1291022,1,1,0,0,0,3,Control,0.0,4
1291022,1,1,1,1,1,3,Control,0.0,4
1291022,2,2,0,0,0,3,Control,0.0,4
1291265,2,1,2,0,0,1,Test,0.0,5
1291447,2,2,1,1,1,2,Control,0.0,7
1291447,1,1,1,1,0,2,Control,0.0,7
1291505,1,1,1,1,1,1,Test,0.0,0
1291606,1,1,1,1,1,1,Control,0.0,0
1291616,1,1,1,0,0,2,Test,0.0,0
1291616,1,0,0,0,0,2,Test,0.0,0
1291720,1,0,0,0,0,1,Control,0.0,0
1291867,2,2,1,1,1,1,Test,0.0,7
1292592,2,1,1,1,1,1,Control,0.0,6
1292630,1,1,1,1,1,1,Test,0.0,0
1292757,1,1,1,1,1,1,Test,0.0,0
1292764,3,1,1,1,1,1,Test,0.0,0
1292962,1,1,1,1,1,2,Test,0.0,0
1292962,1,1,0,0,0,2,Test,0.0,0
1292985,2,1,0,0,0,1,Test,0.0,3
1293391,1,1,1,1,1,1,Test,0.0,0
1293525,1,1,1,1,1,1,Test,0.0,0
1293634,1,1,1,1,1,1,Test,0.0,0
1293951,1,0,0,0,0,1,Test,0.0,0
1294070,1,0,0,0,0,1,Control,0.0,0
1294075,2,1,1,1,1,1,Test,0.0,0
1294370,1,1,0,0,0,1,Test,0.0,0
1294488,1,0,0,0,0,1,Test,0.0,0
1294767,1,1,1,1,1,1,Test,0.0,0
1295824,3,2,1,1,1,3,Test,0.0,19
1295824,0,0,0,0,1,3,Test,0.0,19
1295824,2,1,0,0,0,3,Test,0.0,19
1296034,1,1,0,0,0,1,Control,0.0,0
1296790,3,0,0,0,0,1,Test,0.0,0
1296828,3,1,1,1,1,2,Test,0.0,0
1296828,0,0,0,0,1,2,Test,0.0,0
1296904,1,1,1,1,1,1,Control,0.0,0
1297190,2,2,1,1,1,1,Test,0.0,7
1297334,1,1,1,1,1,1,Test,0.0,0
1297355,0,0,0,0,1,4,Test,0.0,5
1297355,3,2,0,0,0,4,Test,0.0,5
1297355,1,1,1,1,1,4,Test,0.0,5
1297355,0,0,0,0,1,4,Test,0.0,5
1297993,1,1,1,1,1,1,Test,0.0,0
1298248,1,1,1,1,1,1,Test,0.0,0
1298301,1,1,3,3,1,1,Control,0.0,18
1298895,1,0,0,0,0,1,Control,0.0,0
1298961,1,0,0,0,0,1,Control,0.0,0
1299036,1,1,1,1,1,1,Control,0.0,0
1299348,1,1,0,0,0,1,Test,0.0,0
1299508,1,1,1,1,1,4,Test,0.0,0
1299508,1,1,0,0,0,4,Test,0.0,0
1299508,0,0,0,0,1,4,Test,0.0,0
1299508,1,1,1,1,0,4,Test,0.0,0
1299623,3,1,1,1,1,1,Test,0.0,0
1299715,1,1,2,2,1,1,Control,0.0,7
1300037,1,1,2,2,1,1,Control,0.0,7
1300224,1,1,1,1,1,1,Test,0.0,0
1300406,1,1,1,1,1,3,Test,0.0,0
1300406,1,1,0,0,0,3,Test,0.0,0
1300406,1,1,0,0,0,3,Test,0.0,0
1300694,1,1,1,1,1,1,Test,0.0,0
1300849,2,2,1,1,1,1,Test,0.0,7
1300925,1,0,0,0,0,1,Test,0.0,0
1301085,3,1,1,1,1,1,Test,0.0,0
1302101,1,1,1,1,1,1,Control,0.0,0
1302526,1,1,1,1,1,1,Control,0.0,0
1302582,1,1,0,0,0,1,Test,0.0,0
1302897,1,1,1,1,1,1,Test,0.0,0
1302975,1,2,0,0,0,1,Test,0.0,0
1303067,1,1,1,1,1,1,Test,0.0,0
1303379,1,1,1,1,1,1,Control,0.0,0
1303664,1,1,1,1,1,1,Test,0.0,0
1304236,2,2,1,1,1,1,Test,0.0,7
1304240,2,1,1,0,0,1,Test,0.0,4
1304282,1,1,1,1,1,1,Control,0.0,0
1304455,1,0,0,0,0,2,Test,0.0,0
1304455,1,1,1,1,1,2,Test,0.0,0
1304604,3,0,0,0,0,1,Control,0.0,0
1304706,1,1,1,1,0,1,Control,0.0,0
1304790,1,2,2,1,1,1,Test,0.0,7
1304890,1,1,1,1,1,1,Test,0.0,0
1304930,1,0,0,0,0,1,Control,0.0,0
1305058,4,2,1,0,0,1,Test,0.0,14
1305140,1,1,1,1,1,1,Test,0.0,0
1305266,1,1,1,1,1,1,Control,0.0,0
1305341,0,1,0,0,0,4,Test,0.0,4
1305341,1,1,0,0,0,4,Test,0.0,4
1305341,3,1,0,0,0,4,Test,0.0,4
1305341,2,0,0,0,0,4,Test,0.0,4
1305348,1,1,1,1,1,2,Control,0.0,0
1305348,1,1,1,0,0,2,Control,0.0,0
1305393,2,0,0,0,0,1,Control,0.0,0
1305869,2,0,0,0,0,1,Test,0.0,0
1305890,2,2,2,1,2,1,Test,0.0,9
1305958,2,0,0,0,0,1,Control,0.0,0
1306148,2,2,2,2,1,2,Test,0.0,9
1306148,1,0,0,0,0,2,Test,0.0,9
1306313,1,0,0,0,0,1,Test,0.0,0
1306678,3,0,0,0,0,1,Control,0.0,0
1306943,0,0,0,1,2,2,Test,0.0,0
1306943,1,1,1,0,0,2,Test,0.0,0
1308214,1,1,1,1,1,1,Test,0.0,0
1308328,1,1,1,1,1,1,Test,0.0,0
1308781,1,1,1,1,1,3,Control,0.0,0
1308781,0,0,0,0,2,3,Control,0.0,0
1308781,0,0,0,0,1,3,Control,0.0,0
1308902,1,2,6,6,1,1,Test,0.0,80
1309199,1,1,1,1,1,2,Control,0.0,0
1309199,0,0,0,0,1,2,Control,0.0,0
1309292,3,1,1,0,0,1,Control,0.0,5
1309369,1,1,1,1,1,1,Control,0.0,0
1309444,3,0,0,0,0,1,Test,0.0,0
1309722,2,0,0,0,0,1,Control,0.0,0
1309732,1,1,1,1,0,1,Control,0.0,0
1310333,0,0,0,0,1,3,Control,0.0,22
1310333,2,3,3,2,1,3,Control,0.0,22
1310333,0,0,0,0,1,3,Control,0.0,22
1310440,1,1,1,1,1,1,Test,0.0,0
1310756,2,1,0,0,0,1,Test,0.0,0
1310893,1,0,0,0,0,1,Control,0.0,0
1310980,1,1,1,1,1,1,Test,0.0,0
1311021,1,0,0,0,0,2,Control,0.0,0
1311021,1,1,1,1,1,2,Control,0.0,0
1311258,1,1,1,1,1,1,Test,0.0,0
1311377,9,2,2,1,0,1,Test,0.0,28
1311685,1,1,0,0,0,1,Control,0.0,2
1311867,1,1,1,1,1,1,Control,0.0,0
1311900,3,3,2,4,1,2,Control,1.0,39
1311900,1,1,0,0,0,2,Control,1.0,39
1311965,2,0,0,0,0,1,Control,0.0,0
1311966,1,0,0,0,0,1,Test,0.0,0
1312175,1,0,0,0,0,2,Control,0.0,9
1312175,1,3,2,2,1,2,Control,0.0,9
1312336,1,0,0,0,0,1,Control,0.0,0
1312532,1,1,1,1,1,1,Test,0.0,0
1313090,1,1,1,1,1,1,Test,0.0,0
1313182,1,1,1,1,1,1,Test,0.0,0
1313437,2,0,0,0,0,2,Test,0.0,0
1313437,2,0,0,0,0,2,Test,0.0,0
1313545,2,1,1,1,0,6,Test,0.0,13
1313545,1,1,1,1,0,6,Test,0.0,13
1313545,1,1,2,2,0,6,Test,0.0,13
1313545,1,1,1,1,1,6,Test,0.0,13
1313545,1,1,1,0,0,6,Test,0.0,13
1313545,3,2,1,1,0,6,Test,0.0,13
1313690,1,1,1,1,1,1,Test,0.0,0
1314260,2,2,0,0,0,1,Test,0.0,4
1314483,2,0,0,0,0,1,Control,0.0,0
1314809,2,1,2,1,1,1,Control,0.0,0
1315310,1,1,1,1,1,1,Control,0.0,0
1315678,1,1,0,0,0,2,Control,0.0,0
1315678,1,1,1,1,0,2,Control,0.0,0
1316243,0,0,0,0,1,2,Test,0.0,0
1316243,1,1,1,1,2,2,Test,0.0,0
1316298,2,2,1,1,1,1,Test,0.0,7
1316402,1,1,1,1,1,1,Test,0.0,0
1316517,1,1,1,1,1,1,Control,0.0,0
1316540,2,0,0,0,0,2,Test,0.0,0
1316540,1,1,1,1,0,2,Test,0.0,0
1316640,1,1,1,1,1,1,Test,0.0,0
1317433,1,1,1,0,0,1,Test,0.0,0
1317607,1,1,1,1,1,1,Test,0.0,0
1318165,1,1,1,1,1,1,Test,0.0,0
1318472,1,0,0,0,0,1,Control,0.0,0
1318803,2,2,1,1,2,1,Test,0.0,8
1318873,1,0,0,0,0,2,Control,0.0,0
1318873,1,2,0,0,0,2,Control,0.0,0
1318882,1,1,0,0,0,2,Control,0.0,0
